Position	XHC133-SI-GA-G4
chr20:50124812-50124926	
chr20:50120792-50120902	
chr20:50120449-50120559	
chr20:50081296-50081412	
chr20:49952677-49952787	
chr20:49911617-49911730	
chr20:49879749-49879863	
chr20:49862769-49862889	
chr20:49850713-49850823	
chr20:49634255-49634367	
chr20:49633389-49633500	
chr20:49555221-49555332	
chr20:49513080-49513190	
chr20:49504644-49504760	
chr20:49370424-49370543	
chr20:49370265-49370380	
chr20:49366157-49366301	
chr20:49253979-49254092	
chr20:49251792-49251908	
chr20:49246822-49246935	
chr20:49243877-49243987	
chr20:49242667-49242790	
chr20:49144238-49144350	
chr20:49118365-49118476	
chr20:49035943-49036055	
chr20:48921797-48921909	
chr20:48625010-48625120	
chr20:47656118-47656228	
chr20:47655723-47655833	
chr20:47654814-47654933	
chr20:47654190-47654301	
chr20:47651042-47651171	
chr20:47564106-47564218	
chr20:47519381-47519493	
chr20:47514107-47514217	
chr20:47268240-47268360	
chr20:47232856-47232971	
chr20:47219890-47220000	
chr20:47210396-47210509	
chr20:47209405-47209517	
chr20:47188492-47188609	
chr20:46736026-46736137	
chr20:46734244-46734356	
chr20:46719134-46719244	
chr20:46613250-46613390	
chr20:46360501-46360611	
chr20:46352650-46352760	
chr20:46350561-46350674	
chr20:46129246-46129360	
chr20:46124584-46124694	
chr20:46087942-46088054	
chr20:46061004-46061114	
chr20:45941401-45941516	
chr20:45891548-45891674	
chr20:45884055-45884193	
chr20:45841959-45842072	
chr20:45326248-45326358	
chr20:45326087-45326197	
chr20:45325576-45325686	
chr20:45079584-45079694	
chr20:45079001-45079115	
chr20:45078517-45078632	
chr20:45078158-45078273	
chr20:45077335-45077448	
chr20:44978369-44978479	
chr20:44908124-44908235	
chr20:44885704-44885822	
chr20:44629367-44629489	
chr20:44499849-44499962	
chr20:44498545-44498656	
chr20:44498386-44498496	
chr20:44494195-44494306	
chr20:44430952-44431062	
chr20:44430578-44430688	
chr20:44380297-44380407	
chr20:44358198-44358312	
chr20:44357802-44357915	
chr20:44303580-44303692	
chr20:44110378-44110491	
chr20:44108605-44108715	
chr20:43616459-43616576	
chr20:43585985-43586099	
chr20:43564600-43564710	
chr20:43564454-43564566	
chr20:43542561-43542680	
chr20:43461287-43461424	
chr20:41193663-41193775	
chr20:41182588-41182700	
chr20:40686899-40687010	
chr20:40686614-40686733	
chr20:40686236-40686346	
chr20:38918973-38919086	
chr20:38876490-38876600	
chr20:38849635-38849745	
chr20:38842780-38842893	
chr20:38577648-38577782	
chr20:38548769-38548881	
chr20:38498019-38498135	
chr20:38078116-38078232	
chr20:38040361-38040478	
chr20:38033713-38033823	
chr20:37992233-37992343	
chr20:37983098-37983216	
chr20:37517928-37518043	
chr20:37405180-37405293	
chr20:37164141-37164254	
chr20:37129382-37129502	
chr20:36891644-36891754	
chr20:36889859-36889980	
chr20:36781486-36781596	
chr20:36780214-36780325	
chr20:36652360-36652473	
chr20:36592335-36592445	
chr20:36592118-36592232	
chr20:36528194-36528304	
chr20:36528086-36528197	
chr20:36461477-36461595	
chr20:36232566-36232676	
chr20:36230722-36230836	
chr20:36229435-36229546	
chr20:36046960-36047070	
chr20:36045855-36045970	
chr20:35947642-35947754	
chr20:35887757-35887877	
chr20:35794250-35794366	
chr20:35741959-35742073	1
chr20:35669184-35669295	
chr20:35409762-35409873	
chr20:35285882-35285999	
chr20:35207842-35207953	
chr20:35202404-35202518	
chr20:35044595-35044705	
chr20:34508617-34508730	
chr20:34384229-34384349	
chr20:34381232-34381347	
chr20:34084531-34084642	
chr20:34077049-34077159	
chr20:33706849-33706959	
chr20:33706390-33706503	
chr20:33705884-33705994	
chr20:33705862-33705980	
chr20:33683729-33683848	
chr20:33649113-33649224	
chr20:33624186-33624305	
chr20:33373172-33373293	
chr20:32858034-32858145	
chr20:32733831-32733943	
chr20:32703106-32703218	
chr20:32462556-32462666	
chr20:32446178-32446294	
chr20:32378108-32378245	
chr20:32360016-32360130	
chr20:32319462-32319572	
chr20:32303807-32303924	
chr20:32300789-32300921	
chr20:32277656-32277794	
chr20:32238470-32238581	
chr20:32196285-32196396	
chr20:32193791-32193902	
chr20:32187298-32187410	
chr20:32167025-32167136	
chr20:32091932-32092043	
chr20:31768193-31768305	
chr20:31432287-31432404	
chr20:30406489-30406628	
chr20:30290816-30290931	
chr20:29298776-29298886	
chr20:28582383-28582494	
chr20:25689256-25689367	
chr20:25560999-25561111	
chr20:25388737-25388855	
chr20:25299443-25299557	
chr20:25022310-25022444	
chr20:23421217-23421329	
chr20:22581410-22581525	
chr20:22566765-22566879	
chr20:22563356-22563472	
chr20:22561879-22562025	
chr20:21234723-21234844	
chr20:21209528-21209638	
chr20:21164663-21164775	
chr20:20621454-20621570	
chr20:20476624-20476771	
chr20:20394580-20394690	
chr20:20392143-20392257	
chr20:20390640-20390750	
chr20:19973743-19973855	
chr20:19921799-19921935	
chr20:19892529-19892645	
chr20:19835094-19835211	
chr20:19834964-19835075	
chr20:19796040-19796160	
chr20:19788552-19788668	
chr20:18560046-18560159	
chr20:18488222-18488333	
chr20:18480543-18480655	
chr20:18142346-18142459	
chr20:18019400-18019513	
chr20:17990360-17990473	
chr20:17614052-17614164	
chr20:14324240-14324352	
chr20:13415394-13415511	
chr20:13075084-13075200	
chr20:11913305-11913417	
chr20:11910470-11910582	
chr20:10673854-10673965	
chr20:10668621-10668734	
chr20:10638241-10638352	
chr20:9380136-9380247	
chr20:8774594-8774704	
chr20:8722332-8722446	
chr20:8014958-8015072	
chr20:7981347-7981457	
chr20:7981003-7981115	
chr20:7979023-7979137	
chr20:6779097-6779212	
chr20:6768444-6768559	
chr20:6074999-6075114	
chr20:5918098-5918221	
chr20:5797516-5797630	
chr20:5795950-5796065	
chr20:5778554-5778671	
chr20:5758901-5759020	
chr20:5546738-5546848	
chr20:5197201-5197313	
chr20:5191001-5191112	
chr20:5190291-5190407	
chr20:4854340-4854466	
chr20:4780929-4781044	
chr20:4220647-4220757	
chr20:4163150-4163265	
chr20:3929480-3929590	
chr20:3918152-3918264	
chr20:3915231-3915344	
chr20:3875425-3875539	
chr20:3869549-3869659	
chr20:3868583-3868698	
chr20:3648992-3649105	
chr20:3570093-3570203	
chr20:3471306-3471425	
chr20:3343022-3343134	
chr20:3336364-3336474	
chr20:3251091-3251205	
chr20:3135736-3135848	
chr20:3130731-3130844	
chr20:2886806-2886918	
chr20:2854910-2855028	
chr20:2143908-2144020	
chr20:1939561-1939676	
chr20:1938371-1938487	
chr20:1443028-1443140	
chr20:1369672-1369782	
chr20:1369331-1369443	
chr20:483754-483864	
chr20:481471-481581	
chr20:328519-328629	
chr20:328493-328607	
chr20:277018-277131	
chr19:58565046-58565160	
chr19:58555873-58555986	
chr19:58473024-58473134	
chr19:58298798-58298910	
chr19:58273639-58273755	
chr19:58256229-58256341	
chr19:58186126-58186243	
chr19:58137506-58137616	
chr19:58135226-58135337	
chr19:57869297-57869407	
chr19:57867318-57867434	
chr19:57865839-57865954	
chr19:57860975-57861085	
chr19:57844930-57845044	
chr19:57821771-57821894	
chr19:57812153-57812268	
chr19:57774479-57774624	
chr19:57701112-57701224	
chr19:57637244-57637355	
chr19:57622908-57623046	
chr19:57305473-57305587	
chr19:57304407-57304521	
chr19:57303866-57303980	
chr19:57300873-57300994	
chr19:57300213-57300323	
chr19:57299172-57299284	
chr19:57298304-57298420	
chr19:57280809-57280920	
chr19:57222520-57222637	
chr19:57222472-57222585	
chr19:57216813-57216925	
chr19:56813151-56813265	
chr19:56812368-56812481	
chr19:56511045-56511158	
chr19:56508179-56508303	
chr19:56378284-56378395	
chr19:56160390-56160500	
chr19:56152433-56152549	
chr19:56088033-56088145	
chr19:56087950-56088061	
chr19:55643650-55643760	
chr19:55637571-55637682	
chr19:55600315-55600426	
chr19:55477303-55477425	
chr19:55414171-55414283	
chr19:55390833-55390943	
chr19:55186996-55187106	
chr19:55095417-55095527	
chr19:55066439-55066553	
chr19:55056420-55056534	
chr19:55044277-55044387	
chr19:55043478-55043588	
chr19:54993166-54993284	
chr19:54637478-54637596	
chr19:54461586-54461700	
chr19:54438510-54438624	
chr19:54358347-54358461	
chr19:54249983-54250107	
chr19:54216639-54216750	
chr19:54216261-54216376	
chr19:54179114-54179225	
chr19:54171927-54172045	
chr19:53942268-53942384	
chr19:53876211-53876332	
chr19:53875799-53875910	
chr19:53875491-53875606	
chr19:53874721-53874843	
chr19:53567790-53567902	
chr19:53559896-53560008	
chr19:53559727-53559838	
chr19:53552505-53552615	
chr19:53460962-53461086	
chr19:53443771-53443881	
chr19:53442829-53442939	
chr19:53413066-53413177	
chr19:53241884-53241997	
chr19:53155244-53155385	
chr19:53065862-53065976	
chr19:52926423-52926534	
chr19:52891311-52891421	
chr19:52876748-52876861	
chr19:52863560-52863675	
chr19:52839201-52839311	
chr19:52726672-52726789	
chr19:52648103-52648215	
chr19:52644129-52644242	
chr19:52643310-52643424	
chr19:52571053-52571163	
chr19:52556270-52556392	
chr19:52546592-52546712	
chr19:52417571-52417683	
chr19:52401612-52401732	
chr19:52379852-52379963	
chr19:52367505-52367619	
chr19:52308796-52308907	
chr19:52291711-52291826	
chr19:52281104-52281217	
chr19:51879212-51879327	
chr19:51824848-51824962	
chr19:51815849-51815967	
chr19:51745768-51745882	
chr19:51714320-51714447	
chr19:51693948-51694058	
chr19:51491161-51491276	
chr19:51055567-51055677	
chr19:50430692-50430804	
chr19:50378564-50378675	
chr19:50310121-50310243	
chr19:49976697-49976808	
chr19:49933248-49933360	
chr19:49908084-49908198	
chr19:49811151-49811263	
chr19:49807175-49807291	
chr19:49806308-49806418	
chr19:49652608-49652724	
chr19:49652087-49652197	
chr19:49595044-49595155	
chr19:49591190-49591309	
chr19:49583187-49583298	
chr19:49527253-49527364	
chr19:49470598-49470716	
chr19:49452679-49452789	
chr19:49366385-49366497	
chr19:49361105-49361216	
chr19:49348797-49348908	
chr19:49340730-49340844	
chr19:49337106-49337216	
chr19:49243655-49243769	
chr19:49158534-49158671	
chr19:48868396-48868517	
chr19:48868309-48868424	
chr19:48868202-48868319	
chr19:48830772-48830905	
chr19:48808350-48808463	
chr19:48735309-48735424	
chr19:48708201-48708313	
chr19:48705061-48705178	
chr19:48600600-48600716	
chr19:48446694-48446805	
chr19:48356073-48356185	
chr19:48352422-48352535	
chr19:48186241-48186363	
chr19:48083401-48083514	
chr19:47742227-47742339	
chr19:47742099-47742214	
chr19:47702922-47703040	
chr19:47656019-47656161	
chr19:47654740-47654856	
chr19:47649912-47650023	
chr19:47646403-47646514	
chr19:47617727-47617837	
chr19:47466537-47466652	
chr19:47440543-47440654	
chr19:47315962-47316074	
chr19:47310296-47310407	
chr19:47172717-47172829	
chr19:47099409-47099522	
chr19:47003868-47004000	
chr19:46775043-46775153	
chr19:46746228-46746339	
chr19:46410805-46410917	
chr19:46342353-46342466	
chr19:46341589-46341703	
chr19:46340458-46340570	
chr19:46340000-46340110	
chr19:46198234-46198344	
chr19:46011010-46011123	
chr19:45894674-45894786	
chr19:45863063-45863183	
chr19:45786447-45786557	
chr19:45727213-45727324	
chr19:45716650-45716762	
chr19:45711392-45711506	
chr19:45710946-45711057	
chr19:45701064-45701184	
chr19:45590135-45590246	
chr19:45552477-45552593	
chr19:45550106-45550224	
chr19:45549437-45549549	
chr19:45549312-45549433	
chr19:45526511-45526623	
chr19:45506807-45506924	
chr19:45502258-45502384	
chr19:45474562-45474674	
chr19:45447824-45447939	
chr19:45409181-45409301	
chr19:45408011-45408121	
chr19:45357632-45357742	
chr19:45275437-45275550	
chr19:44803538-44803650	
chr19:44802223-44802337	
chr19:44799747-44799861	
chr19:44759657-44759769	
chr19:44663692-44663803	
chr19:44644075-44644185	
chr19:44520795-44520919	
chr19:44269173-44269284	
chr19:44215971-44216089	
chr19:44174089-44174216	
chr19:44168197-44168308	
chr19:44165733-44165843	
chr19:44109268-44109380	
chr19:43661350-43661464	
chr19:43647888-43648006	
chr19:43607366-43607486	
chr19:43590151-43590262	
chr19:43587338-43587448	
chr19:43543291-43543429	
chr19:43489319-43489438	
chr19:43371616-43371739	
chr19:43363323-43363446	
chr19:42377736-42377852	
chr19:42302756-42302867	
chr19:42247619-42247734	
chr19:42097445-42097560	
chr19:42090920-42091034	
chr19:42088447-42088565	
chr19:42087088-42087203	
chr19:42003518-42003628	
chr19:41986400-41986510	
chr19:41771892-41772003	
chr19:41743441-41743552	
chr19:41306988-41307100	
chr19:41262463-41262578	
chr19:41017805-41017921	
chr19:40950073-40950183	
chr19:40794335-40794446	
chr19:40741391-40741504	
chr19:40726191-40726303	
chr19:40607411-40607521	
chr19:40440836-40440952	
chr19:39490970-39491089	
chr19:39426795-39426912	
chr19:39404989-39405104	
chr19:39385621-39385733	
chr19:39384862-39384976	
chr19:39184292-39184403	
chr19:39178910-39179022	
chr19:39144729-39144844	
chr19:39024778-39024889	
chr19:39024182-39024294	
chr19:38961607-38961728	
chr19:38959233-38959346	
chr19:38958055-38958173	
chr19:38942210-38942327	
chr19:38900906-38901019	
chr19:38836411-38836522	
chr19:38730380-38730490	
chr19:38730080-38730194	
chr19:38574589-38574699	
chr19:38408811-38408929	
chr19:38347890-38348007	
chr19:38347337-38347448	
chr19:38342550-38342666	
chr19:38331576-38331690	
chr19:38330578-38330691	
chr19:38330275-38330390	
chr19:38329196-38329312	
chr19:38328967-38329079	
chr19:38328886-38329001	
chr19:38328828-38328950	
chr19:38325070-38325184	
chr19:38304856-38304966	
chr19:38208239-38208349	
chr19:38208213-38208323	
chr19:38207981-38208098	
chr19:38207375-38207499	
chr19:38192213-38192323	
chr19:38120248-38120362	
chr19:38039643-38039766	
chr19:37998963-37999075	
chr19:37932396-37932508	
chr19:37931540-37931650	
chr19:37736152-37736266	
chr19:37336247-37336367	
chr19:37325500-37325613	
chr19:37165425-37165536	
chr19:37150976-37151087	
chr19:37150037-37150151	
chr19:37129697-37129810	
chr19:36831089-36831212	
chr19:36818229-36818356	
chr19:36817611-36817723	
chr19:36580299-36580409	
chr19:36546341-36546458	
chr19:36319176-36319288	
chr19:36228108-36228227	
chr19:36192937-36193060	
chr19:35771276-35771386	
chr19:35770838-35770949	
chr19:35770801-35770914	
chr19:35768528-35768641	
chr19:35766981-35767093	
chr19:35764666-35764778	
chr19:35720402-35720516	
chr19:35511484-35511594	
chr19:35503424-35503543	
chr19:35346768-35346887	
chr19:35279716-35279826	
chr19:35268663-35268777	
chr19:35268538-35268649	
chr19:35267836-35267947	
chr19:35267467-35267578	
chr19:34482214-34482326	
chr19:34402093-34402206	
chr19:34401173-34401285	
chr19:34400999-34401113	
chr19:34400686-34400798	
chr19:34354673-34354783	
chr19:34352919-34353042	
chr19:34318964-34319074	
chr19:34227740-34227879	
chr19:34227652-34227764	
chr19:34203854-34203971	
chr19:34172575-34172690	
chr19:33815640-33815758	
chr19:33811718-33811833	
chr19:33208754-33208869	
chr19:33057069-33057186	
chr19:32979853-32979966	
chr19:32970440-32970552	
chr19:32930425-32930536	
chr19:32893249-32893359	
chr19:32892626-32892744	
chr19:32886695-32886808	
chr19:32705537-32705652	
chr19:32609057-32609173	
chr19:32608268-32608380	
chr19:32597910-32598020	
chr19:32485342-32485462	
chr19:32385777-32385887	
chr19:30014025-30014141	
chr19:30009186-30009301	
chr19:29707821-29707935	
chr19:29705627-29705737	
chr19:29701642-29701752	
chr19:29699777-29699889	
chr19:27781056-27781168	
chr19:27776853-27776963	
chr19:27732724-27732834	
chr19:24104363-24104475	
chr19:24096009-24096127	
chr19:24091265-24091380	
chr19:24047574-24047689	
chr19:23828508-23828620	
chr19:23828273-23828386	
chr19:23826810-23826920	
chr19:23811466-23811578	
chr19:23809688-23809798	
chr19:23783039-23783157	
chr19:23773039-23773156	
chr19:23765407-23765517	
chr19:23372173-23372284	
chr19:23362678-23362789	
chr19:23359176-23359290	
chr19:23343631-23343741	
chr19:22542173-22542285	
chr19:22489873-22489984	
chr19:22415906-22416044	
chr19:21815436-21815558	
chr19:21532196-21532306	
chr19:21406172-21406282	
chr19:21398835-21398947	
chr19:21312243-21312355	
chr19:21304208-21304324	
chr19:21286873-21286985	
chr19:21188207-21188323	
chr19:21147555-21147669	
chr19:21104544-21104657	
chr19:20641874-20641985	
chr19:20637434-20637550	
chr19:20564769-20564882	
chr19:20551914-20552025	
chr19:20548912-20549030	
chr19:20423430-20423542	
chr19:19800341-19800463	
chr19:19798604-19798726	
chr19:19790001-19790115	
chr19:19677782-19677893	
chr19:19507703-19507814	
chr19:19506856-19506966	
chr19:19506564-19506677	
chr19:19505923-19506037	
chr19:19358029-19358146	
chr19:19108501-19108614	
chr19:18993751-18993863	
chr19:18992298-18992416	
chr19:18992007-18992119	
chr19:18929138-18929250	
chr19:18652539-18652658	
chr19:18368388-18368506	
chr19:18367922-18368033	
chr19:18365875-18365985	
chr19:18364103-18364218	
chr19:18345937-18346049	
chr19:18280224-18280334	
chr19:18280003-18280117	
chr19:18277497-18277609	
chr19:18209201-18209313	
chr19:18197263-18197379	
chr19:18197123-18197235	
chr19:18126008-18126119	
chr19:18004966-18005078	
chr19:17834306-17834425	
chr19:17815169-17815280	
chr19:17814711-17814821	
chr19:17814258-17814377	
chr19:17813544-17813659	
chr19:17813036-17813149	
chr19:17810838-17810958	
chr19:17581859-17581978	
chr19:17504850-17504960	
chr19:17480878-17480992	
chr19:17480327-17480437	
chr19:17418837-17418955	
